danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,song_emotion
0.756,0.858,-4.05,0.0584,0.0353,0.000253,0.067,0.764,101.992,0
0.539,0.551,-7.351,0.0361,0.651,0,0.124,0.556,75.899,0
0.693,0.797,-7.392,0.0704,0.343,0.00125,0.0673,0.706,90.997,0
0.765,0.908,-5.043,0.052,0.0605,3.23E-06,0.233,0.891,106.993,0
0.733,0.691,-9.539,0.0905,0.426,0,0.084,0.773,89.99,0
0.768,0.966,-3.87,0.121,0.0325,0.00389,0.741,0.443,115.012,0
0.662,0.916,-4.401,0.0895,0.137,0.00127,0.0965,0.62,94.981,0
0.599,0.505,-7.662,0.0393,0.47,0,0.165,0.479,121.768,0
0.46,0.444,-6.217,0.123,0.714,2.65E-05,0.0881,0.7,74.977,0
0.62,0.627,-6.187,0.0307,0.497,0,0.133,0.557,82.008,0
0.603,0.708,-7.047,0.0379,0.000173,3.36E-06,0.158,0.611,105.046,0
0.73,0.8,-6.763,0.0593,0.217,0.000108,0.0977,0.287,136.954,0
0.78,0.853,-4.063,0.0956,0.0291,0.00175,0.63,0.573,110.981,0
0.697,0.796,-3.685,0.0742,0.155,0,0.162,0.312,85.002,0
0.708,0.857,-5.028,0.0731,0.0194,0,0.72,0.592,122.025,0
0.766,0.618,-8.552,0.124,0.0187,0.000115,0.181,0.513,95.054,0
0.776,0.819,-8.236,0.0897,0.168,2.69E-06,0.0386,0.648,130.013,0
0.855,0.553,-6.52,0.0331,0.19,5.19E-06,0.0942,0.874,124.922,0
0.525,0.913,-3.617,0.4,0.152,0,0.118,0.606,86.452,0
0.712,0.719,-5.83,0.0774,0.152,7.25E-05,0.0589,0.493,82.05,0
0.706,0.674,-5.932,0.044,0.3,0,0.202,0.359,83.001,0
0.705,0.982,-3.376,0.0788,0.0212,3.18E-05,0.337,0.571,94.99,0
0.843,0.892,-4.371,0.0527,0.0512,1.13E-06,0.101,0.655,125.991,0
0.746,0.782,-6.192,0.0397,0.277,4.70E-06,0.108,0.665,98.976,0
0.714,0.807,-5.482,0.0944,0.0261,0.00096,0.058,0.721,98.086,0
0.641,0.374,-6.731,0.0284,0.723,1.64E-05,0.135,0.265,120.035,0
0.816,0.922,-2.963,0.149,0.178,0,0.373,0.887,95.006,0
0.708,0.893,-2.002,0.0549,0.0188,5.47E-05,0.471,0.753,100.031,0
0.771,0.805,-3.97,0.0604,0.158,0,0.332,0.355,94.998,0
0.574,0.738,-5.526,0.0958,0.0235,2.03E-06,0.0959,0.307,109.996,0
0.855,0.849,-4.472,0.0549,0.276,0,0.0302,0.699,126.028,0
0.765,0.89,-4.608,0.0824,0.502,0,0.0423,0.918,99.961,0
0.772,0.83,-3.981,0.0455,0.0357,0,0.0419,0.753,127.999,0
0.562,0.775,-5.951,0.275,0.241,0,0.284,0.884,89.979,0
0.431,0.472,-9.005,0.0387,0.441,0,0.206,0.361,84.718,0
0.486,0.382,-6.183,0.0286,0.613,8.56E-05,0.149,0.164,125.918,0
0.886,0.816,-5.368,0.059,0.185,0,0.0663,0.681,105.978,0
0.773,0.941,-2.292,0.0834,0.0949,0.0103,0.0916,0.863,130.05,0
0.85,0.984,-0.649,0.166,0.0872,0,0.0535,0.814,100.028,0
0.873,0.963,-1.376,0.104,0.172,0.000176,0.0233,0.906,94.004,0
0.943,0.465,-6.091,0.0952,0.588,0,0.191,0.768,105.95,0
0.957,0.579,-7.257,0.0512,0.5,0,0.0737,0.856,103.981,0
0.846,0.786,-4.607,0.0519,0.131,0.000384,0.0835,0.523,106.023,0
0.766,0.809,-6.206,0.161,0.0227,0.000166,0.0796,0.803,91.987,0
0.848,0.809,-6.63,0.148,0.0707,0,0.27,0.839,111.977,0
0.349,0.596,-9.313,0.0364,0.177,5.29E-06,0.336,0.329,120.009,0
0.725,0.912,-3.665,0.0851,0.155,7.68E-05,0.107,0.674,104.054,0
0.739,0.644,-5.881,0.0503,0.103,0,0.189,0.315,94.996,0
0.435,0.658,-5.949,0.0368,0.699,0,0.125,0.524,77.17,0
0.77,0.963,-2.129,0.0804,0.11,0,0.153,0.858,97.998,0
0.722,0.867,-3.652,0.0904,0.121,0.0052,0.123,0.893,102.009,0
0.81,0.846,-4.451,0.0435,0.0454,9.14E-05,0.374,0.885,123.966,0
0.663,0.551,-8.272,0.109,0.236,3.57E-05,0.0923,0.601,113.314,0
0.71,0.801,-4.845,0.0896,0.0728,0,0.0744,0.845,145.102,0
0.598,0.887,-6.992,0.0802,0.0284,5.84E-06,0.166,0.704,159.977,0
0.574,0.738,-5.526,0.0958,0.0235,2.03E-06,0.0959,0.307,109.996,0
0.756,0.52,-8.642,0.0341,0.495,0,0.0901,0.684,119.92,0
0.844,0.772,-4.621,0.194,0.284,2.38E-06,0.368,0.336,100.008,0
0.713,0.662,-6.837,0.0778,0.185,0,0.285,0.539,101.992,0
0.771,0.659,-6.1,0.0674,0.216,0,0.102,0.587,92.008,0
0.83,0.858,-3.18,0.0554,0.134,1.72E-05,0.0567,0.949,119.974,0
0.753,0.89,-5.022,0.187,0.44,6.82E-06,0.0854,0.283,87.015,0
0.735,0.904,-8.399,0.0435,0.079,0.00172,0.198,0.961,143.987,0
0.782,0.953,-5.442,0.162,0.161,1.97E-06,0.0491,0.477,101.997,0
0.757,0.877,-5.045,0.0918,0.138,1.82E-05,0.0849,0.704,107.981,0
0.73,0.58,-7.976,0.124,0.0399,2.48E-05,0.0703,0.55,167.915,0
0.773,0.79,-7.408,0.0846,0.176,0,0.0853,0.656,100.005,0
0.71,0.801,-4.845,0.0896,0.0728,0,0.0744,0.845,145.102,0
0.884,0.95,-0.95,0.205,0.106,0,0.0449,0.703,104.952,0
0.79,0.892,-4.038,0.0404,0.228,1.18E-06,0.206,0.896,131.991,0
0.715,0.864,-5.013,0.0751,0.0188,0,0.719,0.57,122.016,0
0.631,0.631,-6.934,0.0307,0.693,0,0.133,0.697,89.975,0
0.912,0.782,-5.95,0.0785,0.109,0.000193,0.0632,0.769,132.009,0
0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,1
0.354,0.712,-6.109,0.0589,0.358,4.19E-05,0.274,0.238,93.345,1
0.343,0.373,-9.363,0.0607,0.745,1.20E-05,0.14,0.252,92.957,1
0.476,0.788,-4.821,0.0448,0.24,2.64E-05,0.106,0.747,90.066,1
0.223,0.359,-7.569,0.0312,0.845,0,0.133,0.193,73.059,1
0.527,0.376,-9.974,0.0298,0.682,0,0.142,0.24,151.928,1
0.674,0.595,-7.179,0.0398,0.558,0.0108,0.0967,0.297,139.932,1
0.59,0.555,-6.861,0.0271,0.481,0,0.192,0.191,84.027,1
0.712,0.545,-8.263,0.0658,0.521,0,0.122,0.545,136.083,1
0.329,0.45,-6.312,0.0405,0.594,0,0.13,0.284,80.095,1
0.393,0.609,-5.954,0.0415,0.0558,2.22E-06,0.107,0.347,71.377,1
0.524,0.575,-6.571,0.0294,0.397,1.80E-06,0.269,0.206,89.915,1
0.472,0.554,-8.12,0.0325,0.493,0.0181,0.161,0.288,135.882,1
0.609,0.288,-13.371,0.0251,0.311,0.000145,0.109,0.301,81.999,1
0.493,0.418,-9.693,0.0261,0.436,0.102,0.104,0.22,89.982,1
0.634,0.652,-3.743,0.0418,0.149,0.000271,0.07,0.314,144.019,1
0.563,0.71,-6.212,0.0592,0.0663,0,0.105,0.262,133.873,1
0.442,0.716,-6.3,0.047,0.468,5.81E-05,0.452,0.387,89.869,1
0.52,0.716,-6.582,0.051,0.612,0,0.11,0.593,122.977,1
0.495,0.654,-6.639,0.0679,0.713,0,0.165,0.35,123.896,1
0.644,0.423,-8.702,0.0324,0.464,0,0.11,0.509,131.903,1
0.585,0.698,-6.261,0.0392,0.42,3.59E-06,0.363,0.621,139.831,1
0.781,0.524,-8.373,0.217,0.681,0.00123,0.103,0.169,96.003,1
0.391,0.644,-6.97,0.0366,0.269,0,0.0976,0.439,184.105,1
0.527,0.525,-8.106,0.0337,0.876,1.41E-05,0.172,0.257,99.638,1
0.677,0.318,-9.196,0.028,0.775,0,0.118,0.585,104.983,1
0.334,0.387,-9.483,0.0332,0.755,3.94E-05,0.113,0.42,129.959,1
0.657,0.489,-6.829,0.0306,0.713,0,0.124,0.399,116,1
0.706,0.715,-4.143,0.0311,0.439,2.95E-06,0.0919,0.226,118.971,1
0.599,0.506,-6.646,0.0335,0.318,0,0.123,0.283,149.847,1
0.531,0.431,-8.937,0.037,0.868,2.47E-05,0.127,0.19,107.99,1
0.394,0.641,-6.493,0.0312,0.276,0,0.0958,0.335,81.932,1
0.481,0.496,-7.421,0.0262,0.588,0,0.132,0.453,89.839,1
0.503,0.381,-9.31,0.0283,0.722,1.15E-05,0.154,0.263,80.658,1
0.591,0.462,-9.77,0.0281,0.64,6.44E-05,0.108,0.323,114.02,1
0.586,0.282,-13.436,0.0266,0.358,0,0.182,0.272,102.495,1
0.584,0.188,-10.067,0.0314,0.945,0,0.0871,0.393,144.068,1
0.545,0.678,-5.2,0.0358,0.426,0,0.194,0.23,143.965,1
0.528,0.615,-7.118,0.0372,0.491,0.000111,0.104,0.225,123.988,1
0.57,0.55,-8.343,0.035,0.524,3.73E-05,0.0921,0.435,117.999,1
0.576,0.591,-7.725,0.0332,0.795,6.85E-05,0.266,0.478,124.013,1
0.657,0.489,-6.829,0.0306,0.713,0,0.124,0.399,116,1
0.247,0.556,-7.514,0.0376,0.635,0.000436,0.146,0.371,168.823,1
0.515,0.508,-6.66,0.0297,0.633,0,0.203,0.235,131.731,1
0.483,0.781,-5.926,0.0445,0.349,0,0.126,0.801,83.782,1
0.585,0.467,-7.957,0.0307,0.347,0.000201,0.0878,0.354,77.985,1
0.682,0.337,-8.565,0.0283,0.767,0,0.121,0.542,105.001,1
0.581,0.424,-6.616,0.0269,0.723,0,0.101,0.352,98.936,1
0.515,0.707,-5.467,0.0426,0.0357,0,0.134,0.304,143.752,1
0.308,0.585,-5.18,0.0428,0.45,0,0.319,0.345,171.843,1
0.559,0.541,-5.525,0.0313,0.34,4.66E-06,0.102,0.309,83.978,1
0.341,0.478,-7.201,0.041,0.781,2.07E-05,0.147,0.276,199.435,1
0.449,0.421,-8.92,0.0272,0.387,0.000108,0.11,0.203,163.747,1
0.695,0.351,-9.92,0.0406,0.265,2.09E-06,0.111,0.113,124.001,1
0.373,0.672,-5.797,0.0326,0.154,4.28E-05,0.321,0.47,84.503,1
0.296,0.581,-5.945,0.0338,0.433,0,0.0577,0.231,147.935,1
0.586,0.532,-8.837,0.0328,0.779,0.000565,0.124,0.494,99.994,1
0.314,0.475,-12.38,0.0838,0.779,0.00539,0.34,0.312,78.992,1
0.591,0.519,-6.678,0.0299,0.343,1.52E-06,0.103,0.276,130.052,1
0.645,0.459,-9.484,0.0296,0.185,0,0.132,0.379,119.987,1
0.223,0.359,-7.569,0.0312,0.845,0,0.133,0.193,73.059,1
0.491,0.556,-6.023,0.0273,0.701,1.46E-06,0.0849,0.413,100.008,1
0.299,0.275,-14.723,0.0358,0.23,3.26E-05,0.115,0.199,86.597,1
0.52,0.485,-6.438,0.0269,0.927,0.000466,0.159,0.407,143.901,1
0.651,0.482,-8.666,0.0281,0.293,0,0.0811,0.517,106.993,1
0.532,0.529,-8.402,0.0352,0.334,0.000144,0.078,0.295,81.989,1
0.552,0.769,-4.504,0.0465,0.497,0,0.112,0.702,86.957,1
0.537,0.351,-8.937,0.0248,0.839,0,0.108,0.315,67.018,1
0.231,0.545,-8.92,0.0358,0.838,3.50E-06,0.0961,0.325,77.727,1
0.514,0.548,-7.145,0.0381,0.669,0,0.0849,0.383,153.794,1
0.452,0.533,-6.044,0.0293,0.883,0.000105,0.1,0.392,135.18,1
0.287,0.297,-10.424,0.0301,0.766,5.36E-06,0.299,0.332,135.863,1
0.331,0.465,-5.954,0.0397,0.556,0,0.356,0.11,136.193,1
0.63,0.622,-7.105,0.0515,0.529,0,0.521,0.515,140.003,1
0.528,0.37,-9.382,0.0249,0.823,0,0.139,0.345,90.92,1
0.481,0.392,-8.2,0.0246,0.478,0,0.122,0.257,91.796,1
0.593,0.521,-7.694,0.0269,0.731,0,0.113,0.542,99.031,1
0.515,0.691,-4.028,0.0344,0.624,0,0.121,0.484,169.521,1
0.693,0.538,-7.665,0.0278,0.355,0,0.108,0.378,95.993,1
0.336,0.704,-7.928,0.0472,0.27,6.12E-05,0.107,0.361,151.779,1
0.501,0.739,-5.887,0.0495,0.391,5.77E-06,0.0497,0.64,76.006,1
0.712,0.448,-7.414,0.0406,0.637,0,0.106,0.26,132.061,1
0.656,0.551,-6.43,0.0299,0.721,1.26E-06,0.0947,0.33,114.108,1
0.487,0.456,-7.144,0.0319,0.789,1.79E-06,0.141,0.348,136.088,1
0.548,0.274,-10.02,0.0269,0.887,1.45E-06,0.16,0.225,94.974,1
0.56,0.631,-9.032,0.0334,0.861,0.0133,0.0985,0.376,107.987,1
0.554,0.578,-7.718,0.0379,0.536,5.53E-05,0.11,0.55,137.921,1
0.524,0.52,-6.838,0.0272,0.643,0,0.158,0.259,143.885,1
0.51,0.502,-7.016,0.0325,0.71,0,0.0708,0.321,133.885,1
0.499,0.683,-6.373,0.0333,0.702,0.00163,0.0749,0.297,134.958,1
0.537,0.251,-9.533,0.0276,0.899,5.76E-05,0.0857,0.288,89.916,1
0.643,0.256,-9.758,0.0252,0.729,1.02E-06,0.0994,0.444,94.999,1
0.63,0.63,-7.525,0.0364,0.295,1.26E-05,0.0934,0.517,107.103,1
0.439,0.574,-6.394,0.0846,0.269,0,0.094,0.31,167.832,1
0.482,0.595,-5.336,0.0289,0.703,0.000203,0.136,0.482,82.066,1
0.382,0.464,-5.976,0.0283,0.705,0.000317,0.107,0.309,82.999,1
0.468,0.462,-10.661,0.127,0.514,4.14E-06,0.162,0.161,160.307,1
0.537,0.367,-9.362,0.0241,0.815,0,0.132,0.348,90.953,1
0.778,0.227,-16.191,0.0379,0.983,0.14,0.113,0.38,116.033,1
0.55,0.488,-8.059,0.0284,0.718,0.000118,0.126,0.301,136.025,1
0.38,0.691,-4.855,0.0534,0.0406,0,0.148,0.566,64.106,1
0.551,0.387,-7.647,0.0375,0.361,0,0.109,0.255,81.222,1
0.319,0.552,-6.401,0.0307,0.719,0,0.144,0.221,93.991,1
0.535,0.754,-4.77,0.0562,0.458,1.60E-06,0.302,0.435,143.862,1
0.567,0.298,-11.243,0.0291,0.835,0.000804,0.117,0.217,129.733,1
0.29,0.58,-4.767,0.0434,0.491,0,0.243,0.353,172.396,1
0.574,0.38,-8.779,0.0296,0.663,0,0.122,0.342,92.001,1
0.522,0.497,-13.12,0.0953,0.751,1.47E-05,0.178,0.321,105.099,1
0.513,0.43,-8.124,0.0271,0.715,0.000228,0.177,0.202,107.825,1
0.522,0.421,-7.976,0.0275,0.73,8.16E-05,0.19,0.203,107.926,1
0.59,0.414,-12.391,0.0346,0.781,0.000522,0.146,0.292,82.002,1
0.329,0.265,-10.195,0.0304,0.916,0.0022,0.107,0.142,181.53,1
0.596,0.406,-8.676,0.0261,0.733,0.000131,0.0851,0.251,101.915,1
0.534,0.481,-9.016,0.0412,0.697,0,0.142,0.293,124.914,1
0.41,0.455,-8.071,0.0316,0.731,0,0.185,0.361,90.993,1
0.613,0.47,-8.441,0.0344,0.823,1.87E-06,0.138,0.459,102.944,1
0.611,0.598,-8.178,0.0551,0.345,1.18E-05,0.183,0.604,177.963,1
0.545,0.632,-8.462,0.0316,0.863,0.00737,0.0931,0.393,107.931,1
0.37,0.717,-7.489,0.0407,0.252,2.50E-05,0.497,0.36,163.815,1
0.622,0.746,-6.551,0.0426,0.175,0.000872,0.271,0.336,102.962,1
0.356,0.47,-8.929,0.0278,0.518,1.00E-05,0.0807,0.167,93.895,1
0.409,0.484,-7.828,0.0314,0.769,0.000138,0.0877,0.272,153.651,1
0.473,0.401,-7.018,0.0241,0.629,1.17E-05,0.154,0.345,90.076,1
0.436,0.719,-5.957,0.0852,0.271,0,0.132,0.709,171.858,1
0.447,0.339,-6.111,0.037,0.854,0,0.119,0.265,107.891,1
0.556,0.357,-11.557,0.0393,0.284,0.00334,0.109,0.15,84.936,1
0.61,0.492,-7.55,0.0261,0.334,6.30E-06,0.0979,0.165,90.984,1
0.599,0.689,-5.668,0.0452,0.618,1.10E-05,0.119,0.537,86.927,1
0.244,0.434,-9.509,0.033,0.237,9.06E-06,0.114,0.248,163.737,1
0.541,0.512,-10.203,0.0291,0.74,0.000528,0.162,0.203,120.036,1
0.637,0.675,-7.817,0.0296,0.0483,0.00261,0.125,0.21,110.946,1
0.584,0.698,-6.61,0.0376,0.447,0,0.0699,0.436,79.993,1
0.665,0.539,-7.213,0.0474,0.825,5.85E-06,0.121,0.368,110.101,1
0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,1
0.358,0.252,-9.51,0.0346,0.604,0,0.0915,0.284,145.549,1
0.521,0.583,-7.927,0.0399,0.692,6.32E-06,0.198,0.311,155.928,1
0.567,0.546,-8.316,0.0405,0.301,1.69E-06,0.129,0.401,113.806,1
0.523,0.674,-4.832,0.0328,0.771,0,0.139,0.239,114.058,1
0.46,0.562,-6.83,0.0577,0.832,2.02E-05,0.122,0.463,84.02,1
0.451,0.449,-6.702,0.0293,0.261,0,0.143,0.217,149.768,1
0.579,0.335,-10.893,0.0309,0.722,7.05E-06,0.119,0.331,137.456,1
0.236,0.14,-13.478,0.0343,0.916,0.000148,0.087,0.123,76.805,1
0.657,0.581,-8.108,0.0298,0.7,1.75E-05,0.116,0.32,118.038,1
0.489,0.812,-6.31,0.18,0.286,0,0.0768,0.272,140.043,1
0.47,0.293,-10.578,0.0309,0.857,0.000132,0.134,0.394,163.942,1
0.581,0.448,-7.266,0.0298,0.394,0.00125,0.139,0.214,91.995,1
0.257,0.583,-8.185,0.0429,0.603,0.000289,0.146,0.217,160.127,1
0.508,0.862,-2.935,0.069,0.27,0,0.248,0.593,149.945,1
0.315,0.461,-8.907,0.0327,0.608,0,0.107,0.274,165.657,1
0.646,0.562,-9.157,0.0331,0.523,0.0021,0.104,0.488,100,1
0.379,0.63,-5.472,0.0293,0.765,0,0.112,0.243,143.87,1
0.319,0.513,-11.528,0.0519,0.808,1.36E-05,0.114,0.272,69.678,1
0.291,0.404,-7.406,0.0504,0.758,0,0.0731,0.285,71.742,1
0.244,0.434,-9.509,0.033,0.237,9.06E-06,0.114,0.248,163.737,1
0.636,0.394,-8.526,0.0267,0.837,0.0114,0.121,0.263,88,1
0.617,0.342,-6.423,0.0307,0.828,4.25E-06,0.126,0.12,128.042,1
0.395,0.393,-9.498,0.0317,0.857,1.77E-06,0.114,0.274,75.964,1
0.48,0.615,-6.006,0.0328,0.547,0,0.139,0.33,79.948,1
0.718,0.573,-7.309,0.0451,0.458,0.00533,0.0953,0.686,180.043,1
0.508,0.507,-5.33,0.0384,0.0636,1.15E-05,0.359,0.218,159.68,1
0.568,0.55,-6.172,0.0262,0.728,3.62E-05,0.251,0.436,110.079,1
0.251,0.604,-5.622,0.0431,0.171,2.25E-06,0.123,0.166,84.643,1
0.401,0.553,-8.263,0.0337,0.47,2.96E-06,0.124,0.364,79.144,1
0.729,0.52,-6.586,0.0258,0.562,0.000893,0.101,0.458,114.977,1
0.555,0.623,-7.055,0.0558,0.399,0,0.117,0.466,89.967,1
0.508,0.605,-6.374,0.0971,0.326,0,0.11,0.0783,183.777,1
0.379,0.298,-10.756,0.0349,0.658,0.00232,0.146,0.129,144.059,1
0.645,0.534,-5.428,0.0305,0.147,4.30E-06,0.0858,0.303,90.025,1
0.626,0.522,-5.857,0.0317,0.686,0,0.41,0.628,118.001,1
0.556,0.292,-8.831,0.0273,0.733,0,0.094,0.508,149.604,1
0.611,0.612,-7.978,0.114,0.441,0,0.18,0.898,171.841,1
0.704,0.563,-4.739,0.0297,0.594,0,0.133,0.0739,94.037,1
0.398,0.161,-14.265,0.0298,0.818,0,0.127,0.0676,76.095,1
0.501,0.445,-8.432,0.0337,0.772,0,0.117,0.388,80.086,1
0.762,0.391,-11.735,0.0337,0.867,0.000521,0.112,0.355,137.956,1
0.609,0.539,-8.087,0.0284,0.138,0.00014,0.286,0.413,99.995,1
0.473,0.562,-8.624,0.0451,0.65,0.000117,0.12,0.316,74.653,1
0.646,0.536,-9.157,0.0318,0.693,2.55E-05,0.11,0.112,119.979,1
0.465,0.551,-6.58,0.0362,0.619,6.03E-06,0.109,0.415,89.459,1
0.525,0.46,-8.594,0.0246,0.826,0.00202,0.139,0.33,98.007,1
0.483,0.468,-7.642,0.0341,0.784,0,0.152,0.319,135.875,1
0.432,0.535,-7.34,0.032,0.904,0.000641,0.102,0.322,135.849,1
0.397,0.427,-9.144,0.0497,0.925,0.0117,0.108,0.288,75.679,1
0.653,0.563,-5.803,0.053,0.45,0,0.191,0.563,160.903,1
0.401,0.553,-8.263,0.0337,0.47,2.96E-06,0.124,0.364,79.144,1
0.294,0.577,-5.952,0.0298,0.623,0,0.16,0.429,83.171,1
0.523,0.557,-7.799,0.0293,0.813,0.000581,0.0958,0.196,111.766,1
0.575,0.541,-6.45,0.0237,0.759,0,0.111,0.27,87.022,1
0.419,0.266,-12.62,0.0298,0.757,0,0.121,0.302,89.752,1
0.471,0.329,-11.958,0.0312,0.78,0.0021,0.117,0.144,126.107,1
0.365,0.649,-5.295,0.0408,0.151,0,0.121,0.453,78.398,1
0.485,0.456,-6.544,0.0309,0.898,2.58E-05,0.0835,0.424,90.352,1
0.577,0.665,-7.369,0.0558,0.559,0,0.147,0.614,170.176,1
0.453,0.424,-7.413,0.0245,0.554,9.91E-05,0.0962,0.253,83.092,1
0.378,0.393,-7.495,0.0275,0.899,0,0.102,0.373,169.936,1
0.394,0.592,-6.398,0.203,0.847,0,0.125,0.401,81.098,1
0.27,0.67,-6.306,0.0338,0.624,5.68E-05,0.099,0.538,86.879,1
0.268,0.334,-8.877,0.0332,0.759,0,0.117,0.175,55.832,1
0.521,0.475,-8.42,0.0284,0.359,5.84E-06,0.0484,0.309,95.009,1
0.565,0.358,-8.383,0.0338,0.623,0,0.11,0.595,90.899,1
0.398,0.292,-12.256,0.041,0.898,1.49E-05,0.112,0.154,127.339,1
0.497,0.485,-9.796,0.0339,0.873,0,0.164,0.353,148.106,1
0.528,0.777,-3.229,0.0379,0.483,0,0.0754,0.493,94.949,1
0.482,0.361,-9.993,0.0368,0.838,1.01E-05,0.091,0.194,156.733,1
0.565,0.435,-7.716,0.0292,0.77,1.70E-06,0.107,0.212,119.995,1
0.533,0.352,-8.367,0.033,0.916,0.000384,0.091,0.247,125.979,1
0.593,0.521,-7.694,0.0269,0.731,0,0.113,0.542,99.031,1
0.475,0.124,-9.463,0.0444,0.926,0,0.0972,0.19,94.42,1
0.304,0.686,-4.869,0.0497,0.254,0,0.106,0.236,89.991,1
